pdb,resolution,year,target,value,unit,precision,chains,number_of_chains,coefficient,logM
3hi6,2.3,2009,Kd,4.7,uM,=,,,1e-05,-4.327902142064283
3it8,2.8,2009,Kd,43.0,pM,=,,,1e-11,-9.366531544420413
3hae,2.9,2009,Kd,46.0,nM,=,,,1e-08,-6.337242168318426
3gj5,1.79,2009,Kd,47.0,uM,=,,,1e-05,-3.3279021420642825
3f7p,2.75,2009,Kd,49.0,uM,=,,,1e-05,-3.309803919971486
3gj3,1.79,2009,Kd,49.0,uM,=,,,1e-05,-3.309803919971486
3kps,2.7,2009,Kd,49.0,uM,=,,,1e-05,-3.309803919971486
2w81,2.35,2009,Kd,4.0,nM,=,,,1e-08,-7.3979400086720375
2w80,2.35,2009,Kd,4.0,nM,=,,,1e-08,-7.3979400086720375
3h42,2.3,2009,Kd,4.0,pM,=,,,1e-11,-10.397940008672037
3gj7,1.93,2009,Kd,4.0,uM,=,,,1e-05,-4.3979400086720375
3kls,3.6,2009,Kd,5.5,nM,=,,,1e-08,-7.259637310505756
3a67,1.8,2009,Kd,5.62,nM,=,,,1e-08,-7.250263684430939
2ka6,0.0,2009,Kd,52.0,nM,=,,,1e-08,-6.2839966563652006
2k2s,0.0,2009,Kd,53.0,nM,=,,,1e-08,-6.275724130399211
2wbj,3.0,2009,Kd,565.0,uM,=,,,1e-05,-2.2479515521805613
2ka4,0.0,2009,Kd,58.0,nM,=,,,1e-08,-6.236572006437063
3ejh,2.1,2009,Kd,5.0,uM,=,,,1e-05,-4.301029995663981
3gb8,2.9,2009,Kd,6.5,uM,=,,,1e-05,-4.187086643357144
3gj6,2.7,2009,Kd,6.5,uM,=,,,1e-05,-4.187086643357144
3gj4,2.15,2009,Kd,6.6,uM,=,,,1e-05,-4.180456064458132
3gjf,1.9,2009,Kd,63.0,nM,=,,,1e-08,-6.200659450546418
2kj4,0.0,2009,Kd,65.0,nM,=,,,1e-08,-6.187086643357144
3he6,2.9,2009,Kd,69.1,nM,=,,,1e-08,-6.1605219526258015
3a6c,1.8,2009,Kd,7.14,nM,=,,,1e-08,-7.146301788223826
2wg3,2.6,2009,Kd,73.6,nM,=,,,1e-08,-6.133122185662502
2wg4,3.15,2009,Kd,73.9,nM,=,,,1e-08,-6.131355561605174
2wwx,1.5,2009,Kd,79.0,nM,=,,,1e-08,-6.102372908709558
3jtl,3.2,2009,Kd,7.0,pM,=,,,1e-11,-10.154901959985743
3dmm,2.6,2009,Kd,8.2,uM,=,,,1e-05,-4.086186147616283
2k3u,0.0,2009,Kd,8.4,nM,=,,,1e-08,-7.075720713938118
2kde,0.0,2009,Kd,8.9,uM,=,,,1e-05,-4.050609993355087
3ffc,2.8,2009,Kd,8.9,uM,=,,,1e-05,-4.050609993355087
2wss,3.2,2009,Kd,80.0,nM,=,,,1e-08,-6.096910013008056
2wx0,2.4,2009,Kd,8.0,uM,=,,,1e-05,-4.096910013008056
3ia3,3.2,2009,Kd,93.0,nM,=,,,1e-08,-6.031517051446065
3bzd,2.3,2009,Kd,96.0,uM,=,,,1e-05,-3.0177287669604316
2kgx,0.0,2009,Kd,9.0,uM,=,,,1e-05,-4.045757490560675
3gmw,2.1,2009,Kd,0.05,nM,~,,,1e-08,-9.301029995663981
2vxt,1.49,2009,Kd,0.2,nM,~,,,1e-08,-8.698970004336019
3fxd,2.1,2009,Kd,20.0,nM,~,,,1e-08,-6.698970004336019
3fsh,2.76,2009,Kd,5.0,nM,~,,,1e-08,-7.301029995663981
3h8d,2.2,2009,Kd,80.0,nM,~,,,1e-08,-6.096910013008056
3f4y,2.0,2009,Ki,0.2,nM,<,,,1e-08,-8.698970004336019
3e1z,1.86,2009,Ki,0.036,nM,=,,,1e-08,-9.443697499232712
3h6s,2.22,2009,Ki,0.08,nM,=,,,1e-08,-9.096910013008056
3fii,2.17,2009,Ki,1.9,nM,=,,,1e-08,-7.721246399047171
3fie,2.1,2009,Ki,1.0,nM,=,,,1e-08,-8.0
3k9m,2.61,2009,Ki,2.0,nM,=,,,1e-08,-7.698970004336019
3e2l,1.87,2009,Ki,69.0,pM,=,,,1e-11,-9.161150909262744
3e2k,2.1,2009,Ki,69.0,pM,=,,,1e-11,-9.161150909262744
3g7a,2.8,2009,Ki,9.0,nM,=,,,1e-08,-7.045757490560675
3f50,2.8,2009,Ki,9.0,nM,=,,,1e-08,-7.045757490560675
3n00,2.6,2010,IC50,0.22,uM,=,,,1e-05,-5.657577319177793
3ma9,2.05,2010,Kd,10.0,nM,<,,,1e-08,-7.0
3ixt,2.75,2010,Kd,0.035,nM,=,,,1e-08,-9.455931955649724
3mc0,2.0,2010,Kd,0.125,uM,=,,,1e-05,-5.903089986991944
3fpu,1.76,2010,Kd,0.12,nM,=,,,1e-08,-8.920818753952375
3iu3,2.9,2010,Kd,0.14,nM,=,,,1e-08,-8.853871964321762
3laq,3.2,2010,Kd,0.17,nM,=,,,1e-08,-8.769551078621726
2wpt,1.78,2010,Kd,0.1,uM,=,,,1e-05,-6.0
3lk2,2.2,2010,Kd,0.1,uM,=,,,1e-05,-6.0
3nfp,2.86,2010,Kd,0.27,nM,=,,,1e-08,-8.568636235841012
3ogo,2.8,2010,Kd,0.32,nM,=,,,1e-08,-8.494850021680094
3l9j,2.1,2010,Kd,0.34,nM,=,,,1e-08,-8.468521082957745
3mca,2.74,2010,Kd,0.39,uM,=,,,1e-05,-5.4089353929735005
3kuc,1.92,2010,Kd,0.442,uM,=,,,1e-05,-5.354577730650908
3o6q,2.5,2010,Kd,0.46,nM,=,,,1e-08,-8.337242168318426
2kwj,0.0,2010,Kd,0.5,uM,=,,,1e-05,-5.301029995663981
3lev,2.5,2010,Kd,0.6,nM,=,,,1e-08,-8.221848749616356
2wp3,1.48,2010,Kd,0.794,uM,=,,,1e-05,-5.100179497572904
3n85,3.2,2010,Kd,0.79,nM,=,,,1e-08,-8.102372908709558
3mxw,1.83,2010,Kd,0.7,nM,=,,,1e-08,-8.154901959985743
2wwk,1.7,2010,Kd,1.28,uM,=,,,1e-05,-4.892790030352131
2ki4,0.0,2010,Kd,1.34,uM,=,,,1e-05,-4.872895201635192
3oky,2.19,2010,Kd,1.3,uM,=,,,1e-05,-4.886056647693163
3ma2,2.05,2010,Kd,1.53,uM,=,,,1e-05,-4.815308569182401
3lk4,1.99,2010,Kd,1.5,nM,=,,,1e-08,-7.823908740944319
3lqa,3.4,2010,Kd,1.6,uM,=,,,1e-05,-4.795880017344075
3kud,2.15,2010,Kd,1.7,uM,=,,,1e-05,-4.769551078621726
3m0a,2.61,2010,Kd,1.7,uM,=,,,1e-05,-4.769551078621726
3osl,6.0,2010,Kd,1.8,nM,=,,,1e-08,-7.7447274948966935
3k75,2.95,2010,Kd,110.0,nM,=,,,1e-08,-5.958607314841775
3kz1,2.7,2010,Kd,110.0,nM,=,,,1e-08,-5.958607314841775
2xb6,2.6,2010,Kd,115.0,nM,=,,,1e-08,-5.939302159646388
3pl6,2.55,2010,Kd,14.3,uM,=,,,1e-05,-3.844663962534938
3k3q,2.6,2010,Kd,147.0,pM,=,,,1e-11,-8.832682665251824
3h3p,2.7,2010,Kd,14.0,nM,=,,,1e-08,-6.853871964321762
2kxh,0.0,2010,Kd,14.0,uM,=,,,1e-05,-3.853871964321762
3k6g,1.95,2010,Kd,16.5,nM,=,,,1e-08,-6.782516055786093
3oak,2.15,2010,Kd,169.0,nM,=,,,1e-08,-5.772113295386326
2x1w,2.7,2010,Kd,16.0,nM,=,,,1e-08,-6.795880017344075
2x1x,3.1,2010,Kd,16.0,nM,=,,,1e-08,-6.795880017344075
2l0f,0.0,2010,Kd,172.0,uM,=,,,1e-05,-2.764471553092451
3m63,2.4,2010,Kd,175.0,nM,=,,,1e-08,-5.756961951313706
3l5n,7.54,2010,Kd,180.0,nM,=,,,1e-08,-5.7447274948966935
3m18,1.95,2010,Kd,180.0,pM,=,,,1e-11,-8.744727494896694
2kwi,0.0,2010,Kd,184.0,nM,=,,,1e-08,-5.735182176990463
2wh6,1.5,2010,Kd,18.0,nM,=,,,1e-08,-6.7447274948966935
2rr3,0.0,2010,Kd,2.1,uM,=,,,1e-05,-4.6777807052660805
3mv7,2.0,2010,Kd,2.2,uM,=,,,1e-05,-4.657577319177793
3o4o,3.3,2010,Kd,2.36,uM,=,,,1e-05,-4.627087997029894
3onw,2.38,2010,Kd,2.3,nM,=,,,1e-08,-7.638272163982407
2kwk,0.0,2010,Kd,2.3,uM,=,,,1e-05,-4.638272163982407
3mjh,2.03,2010,Kd,2.4,uM,=,,,1e-05,-4.619788758288394
3l95,2.19,2010,Kd,2.5,nM,=,,,1e-08,-7.6020599913279625
3mhp,1.7,2010,Kd,2.75,uM,=,,,1e-05,-4.560667306169737
3a4s,2.7,2010,Kd,2.81,uM,=,,,1e-05,-4.55129368009492
3ohm,2.7,2010,Kd,200.0,nM,=,,,1e-08,-5.698970004336019
3hug,2.35,2010,Kd,20.0,nM,=,,,1e-08,-6.698970004336019
3nh7,2.7,2010,Kd,20.0,nM,=,,,1e-08,-6.698970004336019
3ncc,2.5,2010,Kd,212.0,mM,=,,,0.01,0.32633586092875144
3kyi,2.8,2010,Kd,218.0,uM,=,,,1e-05,-2.661543506395395
3aaa,2.2,2010,Kd,21.0,nM,=,,,1e-08,-6.6777807052660805
2xdf,0.0,2010,Kd,21.0,uM,=,,,1e-05,-3.677780705266081
3o6b,3.1,2010,Kd,227.0,nM,=,,,1e-08,-5.6439741428068775
2wd5,2.7,2010,Kd,22.0,nM,=,,,1e-08,-6.657577319177793
3mzw,2.9,2010,Kd,22.0,pM,=,,,1e-11,-9.657577319177793
3ouw,2.91,2010,Kd,23.0,nM,=,,,1e-08,-6.638272163982407
2ktf,0.0,2010,Kd,23.0,uM,=,,,1e-05,-3.638272163982407
3aa6,1.9,2010,Kd,260.0,nM,=,,,1e-08,-5.585026652029182
3l5x,1.9,2010,Kd,269.0,pM,=,,,1e-11,-8.570247719997592
3kxf,3.1,2010,Kd,27.0,uM,=,,,1e-05,-3.5686362358410126
3l89,3.5,2010,Kd,284.0,nM,=,,,1e-08,-5.546681659952962
3nvq,2.4,2010,Kd,287.0,nM,=,,,1e-08,-5.542118103266008
3lhp,2.7,2010,Kd,28.0,pM,=,,,1e-11,-9.55284196865778
3kj2,2.35,2010,Kd,2.0,nM,=,,,1e-08,-7.698970004336019
3kj1,1.95,2010,Kd,2.0,nM,=,,,1e-08,-7.698970004336019
3kj0,1.7,2010,Kd,2.0,nM,=,,,1e-08,-7.698970004336019
2wvw,9.0,2010,Kd,2.0,uM,=,,,1e-05,-4.698970004336019
3npz,3.35,2010,Kd,3.15,uM,=,,,1e-05,-4.501689446210399
3n06,2.0,2010,Kd,3.1,mM,=,,,0.01,-1.5086383061657274
2l14,0.0,2010,Kd,3.1,uM,=,,,1e-05,-4.508638306165727
2xra,2.3,2010,Kd,3.3,nM,=,,,1e-08,-7.481486060122113
3m9d,4.5,2010,Kd,3.4,uM,=,,,1e-05,-4.468521082957745
3oiq,2.4,2010,Kd,3.8,uM,=,,,1e-05,-4.42021640338319
2xgy,1.8,2010,Kd,30.0,uM,=,,,1e-05,-3.5228787452803374
2xqr,2.58,2010,Kd,31.0,nM,=,,,1e-08,-6.508638306165727
3mv8,2.1,2010,Kd,34.66,uM,=,,,1e-05,-3.460171441622102
2xa0,2.7,2010,Kd,35.3,nM,=,,,1e-08,-6.452225294612178
3oux,2.4,2010,Kd,35.0,nM,=,,,1e-08,-6.455931955649724
2wy8,1.7,2010,Kd,360.0,nM,=,,,1e-08,-5.443697499232712
3kw5,2.83,2010,Kd,385.0,nM,=,,,1e-08,-5.414539270491499
3jza,1.8,2010,Kd,3.0,pM,=,,,1e-11,-10.522878745280337
2xtj,2.7,2010,Kd,4.4,nM,=,,,1e-08,-7.356547323513812
2x9a,2.47,2010,Kd,4.4,uM,=,,,1e-05,-4.356547323513812
3lb6,3.05,2010,Kd,4.7,pM,=,,,1e-11,-10.327902142064282
3mzg,2.1,2010,Kd,4.97,mM,=,,,0.01,-1.3036436112666678
3ajb,2.5,2010,Kd,40.8,nM,=,,,1e-08,-6.38933983691012
3lbx,2.8,2010,Kd,400.0,nM,=,,,1e-08,-5.3979400086720375
3h7b,1.88,2010,Kd,41.0,uM,=,,,1e-05,-3.3872161432802645
2kwo,0.0,2010,Kd,46.9,uM,=,,,1e-05,-3.3288271572849166
2kri,0.0,2010,Kd,46.0,uM,=,,,1e-05,-3.337242168318426
3lh2,2.65,2010,Kd,47.0,pM,=,,,1e-11,-9.327902142064282
3im4,2.29,2010,Kd,48.0,nM,=,,,1e-08,-6.318758762624412
3kr3,2.2,2010,Kd,49.0,pM,=,,,1e-11,-9.309803919971486
3aa0,1.7,2010,Kd,4.0,uM,=,,,1e-05,-4.3979400086720375
3n0p,2.1,2010,Kd,5.1,mM,=,,,0.01,-1.2924298239020637
3h9h,2.0,2010,Kd,5.4,uM,=,,,1e-05,-4.267606240177032
3ol2,2.99,2010,Kd,5.5,uM,=,,,1e-05,-4.259637310505756
3mv9,2.7,2010,Kd,5.76,uM,=,,,1e-05,-4.239577516576788
2kvq,0.0,2010,Kd,50.0,uM,=,,,1e-05,-3.3010299956639813
2kwu,0.0,2010,Kd,51.0,uM,=,,,1e-05,-3.2924298239020637
2xqb,2.6,2010,Kd,52.0,pM,=,,,1e-11,-9.2839966563652
3l5w,2.0,2010,Kd,52.0,pM,=,,,1e-11,-9.2839966563652
2kqs,0.0,2010,Kd,55.3,uM,=,,,1e-05,-3.2572748686953017
3mj7,2.8,2010,Kd,5.0,uM,=,,,1e-05,-4.301029995663981
2x2d,1.9,2010,Kd,6.1,uM,=,,,1e-05,-4.214670164989233
3o9w,2.8,2010,Kd,6.2,uM,=,,,1e-05,-4.207608310501746
2l0t,0.0,2010,Kd,64.0,uM,=,,,1e-05,-3.193820026016113
2wy3,1.8,2010,Kd,66.0,nM,=,,,1e-08,-6.180456064458132
3lb8,2.6,2010,Kd,66.0,uM,=,,,1e-05,-3.1804560644581312
2kyg,0.0,2010,Kd,67.0,nM,=,,,1e-08,-6.173925197299173
3me2,2.8,2010,Kd,68.0,pM,=,,,1e-11,-9.167491087293763
3o8x,2.74,2010,Kd,690.0,nM,=,,,1e-08,-5.161150909262744
3lk3,2.68,2010,Kd,6.0,nM,=,,,1e-08,-7.221848749616356
3ngb,2.68,2010,Kd,7.7,nM,=,,,1e-08,-7.113509274827518
3k2m,1.75,2010,Kd,7.0,nM,=,,,1e-08,-7.154901959985743
3egg,1.85,2010,Kd,8.7,nM,=,,,1e-08,-7.060480747381382
3o34,1.9,2010,Kd,8.8,uM,=,,,1e-05,-4.055517327849831
3kbt,2.75,2010,Kd,9.29,nM,=,,,1e-08,-7.031984286006359
3gs2,1.7,2010,Kd,9.2,nM,=,,,1e-08,-7.036212172654444
3nvn,2.26,2010,Kd,9.4,nM,=,,,1e-08,-7.026872146400302
3orv,1.91,2010,Kd,9.4,uM,=,,,1e-05,-4.026872146400302
3ixa,2.1,2010,Kd,9.8,uM,=,,,1e-05,-4.008773924307505
3ixs,1.7,2010,Kd,90.0,nM,=,,,1e-08,-6.045757490560675
2kwv,0.0,2010,Kd,90.0,uM,=,,,1e-05,-3.0457574905606752
3ncb,2.1,2010,Kd,93.0,mM,=,,,0.01,-0.031517051446064856
3k1r,2.3,2010,Kd,1.0,nM,~,,,1e-08,-8.0
3mac,2.5,2010,Kd,200.0,nM,~,,,1e-08,-5.698970004336019
2wus,2.9,2010,Kd,5.0,uM,~,,,1e-05,-4.301029995663981
3lms,2.5,2010,Ki,1.2,nM,=,,,1e-08,-7.920818753952375
3l33,2.48,2010,Ki,136.0,nM,=,,,1e-08,-5.866461091629782
2xtt,0.93,2010,Ki,20.0,pM,=,,,1e-11,-9.698970004336019
3kz0,2.35,2010,Ki,273.0,nM,=,,,1e-08,-5.5638373529592435
3ssb,1.8,2011,IC50,0.6,nM,=,,,1e-08,-8.221848749616356
2yj1,2.24,2011,IC50,26.0,nM,=,,,1e-08,-6.585026652029182
3qbr,2.6,2011,IC50,68.0,nM,=,,,1e-08,-6.167491087293763
3p8m,2.9,2011,Kd,0.007,uM,<,,,1e-05,-7.154901959985743
3tnf,2.5,2011,Kd,0.01,nM,<,,,1e-08,-10.0
3zrz,1.7,2011,Kd,0.03,nM,=,,,1e-08,-9.522878745280337
2xqw,2.3,2011,Kd,0.18,uM,=,,,1e-05,-5.7447274948966935
2ybr,2.55,2011,Kd,0.21,nM,=,,,1e-08,-8.67778070526608
3p71,2.7,2011,Kd,0.38,uM,=,,,1e-05,-5.42021640338319
3p11,3.7,2011,Kd,0.39,nM,=,,,1e-08,-8.4089353929735
3alz,4.51,2011,Kd,0.52,uM,=,,,1e-05,-5.2839966563652006
3au4,1.9,2011,Kd,0.53,uM,=,,,1e-05,-5.275724130399211
3tac,2.2,2011,Kd,0.55,uM,=,,,1e-05,-5.259637310505756
3ry6,3.8,2011,Kd,0.5,mM,=,,,0.01,-2.3010299956639813
3oed,3.16,2011,Kd,0.5,uM,=,,,1e-05,-5.301029995663981
3ona,2.6,2011,Kd,0.68,uM,=,,,1e-05,-5.167491087293763
3syn,3.06,2011,Kd,0.6,uM,=,,,1e-05,-5.221848749616356
2y8s,2.55,2011,Kd,0.989,nM,=,,,1e-08,-8.00480370840282
3qbt,2.0,2011,Kd,0.9,uM,=,,,1e-05,-5.045757490560675
3n4i,1.56,2011,Kd,1.1,nM,=,,,1e-08,-7.958607314841775
3qhy,2.06,2011,Kd,1.1,pM,=,,,1e-11,-10.958607314841775
3rt0,2.11,2011,Kd,1.2,uM,=,,,1e-05,-4.920818753952375
3r1g,2.8,2011,Kd,1.3,nM,=,,,1e-08,-7.886056647693163
3uc0,2.71,2011,Kd,1.3,nM,=,,,1e-08,-7.886056647693163
3noc,2.7,2011,Kd,1.5,nM,=,,,1e-08,-7.823908740944319
3o5t,2.09,2011,Kd,1.5,uM,=,,,1e-05,-4.823908740944319
3qq8,2.0,2011,Kd,1.5,uM,=,,,1e-05,-4.823908740944319
3p0y,1.8,2011,Kd,1.92,nM,=,,,1e-08,-7.716698771296451
3p6z,1.7,2011,Kd,1.95,uM,=,,,1e-05,-4.709965388637482
3sdc,3.1,2011,Kd,10.69,uM,=,,,1e-05,-3.971022294791222
2kxw,0.0,2011,Kd,10.0,nM,=,,,1e-08,-7.0
3qc8,2.2,2011,Kd,11.2,uM,=,,,1e-05,-3.9507819773298185
2xze,1.75,2011,Kd,113.0,nM,=,,,1e-08,-5.94692155651658
3qlu,2.91,2011,Kd,11.0,nM,=,,,1e-08,-6.958607314841775
2xbb,2.68,2011,Kd,11.0,uM,=,,,1e-05,-3.958607314841775
3rbb,2.35,2011,Kd,12.3,nM,=,,,1e-08,-6.910094888560602
2l2l,0.0,2011,Kd,12.4,nM,=,,,1e-08,-6.906578314837765
3onl,2.2,2011,Kd,12.0,uM,=,,,1e-05,-3.920818753952375
3qib,2.7,2011,Kd,13.7,uM,=,,,1e-05,-3.8632794328435933
3oj2,2.2,2011,Kd,130.0,nM,=,,,1e-08,-5.886056647693163
3ojm,2.1,2011,Kd,130.0,nM,=,,,1e-08,-5.886056647693163
3qml,2.31,2011,Kd,13.0,nM,=,,,1e-08,-6.886056647693163
2y8t,1.95,2011,Kd,14.2,nM,=,,,1e-08,-6.847711655616943
2xpx,2.05,2011,Kd,150.0,nM,=,,,1e-08,-5.823908740944319
3zs9,2.1,2011,Kd,150.0,nM,=,,,1e-08,-5.823908740944319
3rgv,2.9,2011,Kd,15.0,uM,=,,,1e-05,-3.8239087409443187
3t4a,3.4,2011,Kd,16.9,uM,=,,,1e-05,-3.7721132953863266
3zwl,2.2,2011,Kd,160.0,nM,=,,,1e-08,-5.795880017344075
3b08,1.7,2011,Kd,17.2,uM,=,,,1e-05,-3.7644715530924513
3qeq,2.59,2011,Kd,170.0,uM,=,,,1e-05,-2.769551078621726
3rea,2.0,2011,Kd,179.0,nM,=,,,1e-08,-5.747146969020107
3q9n,2.0,2011,Kd,17.0,nM,=,,,1e-08,-6.769551078621726
3sja,3.0,2011,Kd,17.0,nM,=,,,1e-08,-6.769551078621726
3vh8,1.8,2011,Kd,17.0,uM,=,,,1e-05,-3.769551078621726
3sua,4.39,2011,Kd,18.9,uM,=,,,1e-05,-3.7235381958267557
3quy,2.25,2011,Kd,187.0,nM,=,,,1e-08,-5.728158393463501
3sdy,2.85,2011,Kd,1.0,nM,=,,,1e-08,-8.0
3sip,3.5,2011,Kd,1.0,uM,=,,,1e-05,-5.0
3tn0,3.2,2011,Kd,2.2,uM,=,,,1e-05,-4.657577319177793
2l9s,0.0,2011,Kd,2.2,uM,=,,,1e-05,-4.657577319177793
3owt,2.0,2011,Kd,2.49,uM,=,,,1e-05,-4.603800652904264
3sf4,2.6,2011,Kd,2.4,nM,=,,,1e-08,-7.619788758288394
3rdz,2.26,2011,Kd,2.69,nM,=,,,1e-08,-7.570247719997592
3sgk,2.4,2011,Kd,2.9,nM,=,,,1e-08,-7.537602002101044
3uaj,3.23,2011,Kd,2.9,nM,=,,,1e-08,-7.537602002101044
3r4d,3.1,2011,Kd,21.4,nM,=,,,1e-08,-6.669586226650809
3nog,3.34,2011,Kd,22.4,nM,=,,,1e-08,-6.649751981665837
3qbq,2.5,2011,Kd,230.0,nM,=,,,1e-08,-5.638272163982407
3qux,2.91,2011,Kd,247.0,nM,=,,,1e-08,-5.607303046740334
2kt5,0.0,2011,Kd,28.0,uM,=,,,1e-05,-3.5528419686577806
3r2x,3.1,2011,Kd,29.0,nM,=,,,1e-08,-6.5376020021010435
3qdm,2.8,2011,Kd,29.0,uM,=,,,1e-05,-3.537602002101044
2y9m,2.6,2011,Kd,2.0,nM,=,,,1e-08,-7.698970004336019
3rk3,3.5,2011,Kd,2.0,uM,=,,,1e-05,-4.698970004336019
3scm,2.5,2011,Kd,3.03,uM,=,,,1e-05,-4.518557371497695
3aon,2.0,2011,Kd,3.2,nM,=,,,1e-08,-7.494850021680094
3r9a,2.35,2011,Kd,3.5,uM,=,,,1e-05,-4.455931955649724
2xhe,2.8,2011,Kd,3.9,nM,=,,,1e-08,-7.4089353929735005
3t6g,2.5,2011,Kd,30.0,nM,=,,,1e-08,-6.522878745280337
3sjd,4.6,2011,Kd,31.0,nM,=,,,1e-08,-6.508638306165727
3qiu,2.7,2011,Kd,321.0,nM,=,,,1e-08,-5.493494967595128
3ru8,2.07,2011,Kd,33.5,nM,=,,,1e-08,-6.474955192963154
3oxu,2.1,2011,Kd,34.0,uM,=,,,1e-05,-3.4685210829577446
3quz,2.3,2011,Kd,39.6,nM,=,,,1e-08,-6.402304814074488
3t2n,2.55,2011,Kd,39.8,nM,=,,,1e-08,-6.400116927926312
3q4f,5.5,2011,Kd,4.1,uM,=,,,1e-05,-4.3872161432802645
3rug,2.2,2011,Kd,4.4,uM,=,,,1e-05,-4.356547323513812
3r0l,1.35,2011,Kd,4.5,nM,=,,,1e-08,-7.346787486224656
3sdd,3.0,2011,Kd,4.84,uM,=,,,1e-05,-4.315154638355588
3q3g,2.7,2011,Kd,4.97,nM,=,,,1e-08,-7.303643611266668
3qs7,4.3,2011,Kd,40.0,nM,=,,,1e-08,-6.3979400086720375
3qdj,2.3,2011,Kd,40.0,uM,=,,,1e-05,-3.3979400086720375
3r85,1.95,2011,Kd,41.3,uM,=,,,1e-05,-3.384049948343599
3pvm,4.3,2011,Kd,42.0,nM,=,,,1e-08,-6.376750709602099
2x89,2.16,2011,Kd,44.0,nM,=,,,1e-08,-6.356547323513812
3uai,3.06,2011,Kd,45.0,nM,=,,,1e-08,-6.346787486224656
3sda,2.8,2011,Kd,5.24,uM,=,,,1e-05,-4.280668713016273
3q9u,2.3,2011,Kd,5.2,nM,=,,,1e-08,-7.2839966563652006
3s5l,2.1,2011,Kd,5.3,uM,=,,,1e-05,-4.275724130399211
3o6f,2.8,2011,Kd,5.5,uM,=,,,1e-05,-4.259637310505756
3qdg,2.69,2011,Kd,5.6,uM,=,,,1e-05,-4.251811972993799
3rkd,1.9,2011,Kd,5.89,nM,=,,,1e-08,-7.229884705212898
3pbp,2.6,2011,Kd,50.0,nM,=,,,1e-08,-6.301029995663981
3s8v,3.1,2011,Kd,50.0,nM,=,,,1e-08,-6.301029995663981
3to4,3.1,2011,Kd,50.0,nM,=,,,1e-08,-6.301029995663981
3zs8,3.0,2011,Kd,51.0,nM,=,,,1e-08,-6.292429823902063
3rpg,2.65,2011,Kd,5.0,uM,=,,,1e-05,-4.301029995663981
3t1q,2.7,2011,Kd,5.0,uM,=,,,1e-05,-4.301029995663981
3uyo,1.83,2011,Kd,6.8,uM,=,,,1e-05,-4.167491087293763
3rzw,2.15,2011,Kd,68.0,nM,=,,,1e-08,-6.167491087293763
2y0b,2.1,2011,Kd,6.0,nM,=,,,1e-08,-7.221848749616356
3rdt,2.7,2011,Kd,6.0,uM,=,,,1e-05,-4.221848749616356
3rgf,2.2,2011,Kd,7.05,nM,=,,,1e-08,-7.151810883008602
3zyi,2.6,2011,Kd,7.3,nM,=,,,1e-08,-7.136677139879544
3zyj,3.25,2011,Kd,7.9,nM,=,,,1e-08,-7.102372908709558
3sku,4.0,2011,Kd,70.0,nM,=,,,1e-08,-6.154901959985743
3s2k,2.8,2011,Kd,71.5,nM,=,,,1e-08,-6.145693958198919
3rzc,2.8,2011,Kd,718.0,nM,=,,,1e-08,-5.1438755557577
3q1s,2.15,2011,Kd,73.0,nM,=,,,1e-08,-6.136677139879544
2l1l,0.0,2011,Kd,7.0,nM,=,,,1e-08,-7.154901959985743
3pp4,1.6,2011,Kd,7.0,uM,=,,,1e-05,-4.154901959985743
3s4s,2.4,2011,Kd,8.8,uM,=,,,1e-05,-4.055517327849831
2xns,3.41,2011,Kd,810.0,nM,=,,,1e-08,-5.0915149811213505
3skj,2.5,2011,Kd,810.0,pM,=,,,1e-11,-8.09151498112135
3pmh,3.2,2011,Kd,81.0,nM,=,,,1e-08,-6.0915149811213505
3qht,2.4,2011,Kd,82.0,nM,=,,,1e-08,-6.086186147616283
3qwo,1.9,2011,Kd,87.0,nM,=,,,1e-08,-6.060480747381382
3mj9,2.95,2011,Kd,8.0,nM,=,,,1e-08,-7.096910013008056
2ld7,0.0,2011,Kd,9.2,nM,=,,,1e-08,-7.036212172654444
2xzd,2.1,2011,Kd,9.6,nM,=,,,1e-08,-7.017728766960432
3olm,2.5,2011,Kd,90.6,uM,=,,,1e-05,-3.042871802323187
3qsk,1.75,2011,Kd,91.0,nM,=,,,1e-08,-6.040958607678906
3reb,3.45,2011,Kd,96.0,nM,=,,,1e-08,-6.017728766960431
3qiw,3.3,2011,Kd,500.0,uM,>,,,1e-05,-2.3010299956639813
3opz,3.4,2011,Kd,0.72,nM,~,,,1e-08,-8.142667503568731
2ygg,2.23,2011,Kd,20.0,nM,~,,,1e-08,-6.698970004336019
3t04,2.1,2011,Kd,52.0,nM,~,,,1e-08,-6.2839966563652006
3ay4,2.2,2011,Kd,60.0,nM,~,,,1e-08,-6.221848749616356
2y6t,2.74,2011,Ki,0.002,nM,<,,,1e-08,-10.698970004336019
3u1j,1.8,2011,Ki,0.026,uM,=,,,1e-05,-6.585026652029182
2y48,3.0,2011,Ki,0.21,mM,=,,,0.01,-2.677780705266081
3b23,2.4,2011,Ki,0.318,nM,=,,,1e-08,-8.497572880015568
4a1u,1.54,2011,Ki,0.54,uM,=,,,1e-05,-5.267606240177032
3qtl,2.6,2011,Ki,1.43,nM,=,,,1e-08,-7.844663962534939
3o40,2.1,2011,Ki,1.4,nM,=,,,1e-08,-7.853871964321762
3p95,1.3,2011,Ki,1.5,uM,=,,,1e-05,-4.823908740944319
3pnr,2.6,2011,Ki,11.9,nM,=,,,1e-08,-6.924453038607469
